,timestamp,ID,tide,location,latitude,longitude,country,year
2376,2015-12-31,193,-1.0,Point Atkinson,49.333,-123.25,CAN,2015
8459,2015-12-31,829,-1.0,Queen Charlotte City,53.25,-132.067,CAN,2015
8277,2015-12-31,823,-2.0,Mokuoloe Island,21.432,-157.79,USA,2015
4408,2015-12-31,397,-2.0,Sassnitz,54.511,13.642999999999999,DEU,2015
10529,2015-12-31,1146,-2.0,Owase,34.076,136.207,JPN,2015
13524,2015-12-31,1441,-3.0,Khalkis South,38.461,23.589000000000002,GRC,2015
9382,2015-12-31,1032,-4.0,Ilha Fiscal,-22.897,-43.167,BRA,2015
11446,2015-12-31,1236,-4.0,Goteborg - Torshamnen,57.685,11.790999999999999,SWE,2015
3519,2015-12-31,313,-4.0,Heimsjo,63.425,9.102,NOR,2015
836,2015-12-31,70,-6.0,Kungsholmsfort,56.105,15.589,SWE,2015
15868,2015-12-31,2330,-6.0,"Port Chicago, California",38.055,-122.04,USA,2015
1945,2015-12-31,163,-7.0,Balboa,8.967,-79.567,PAN,2015
6322,2015-12-31,562,-10.0,Bodo,67.288,14.390999999999998,NOR,2015
3241,2015-12-31,265,-11.0,Astoria (Tongue Point),46.207,-123.76799999999999,USA,2015
12367,2015-12-31,1322,-11.0,Sept-Iles,50.2,-66.4,CAN,2015
8521,2015-12-31,832,-13.0,Palermo,-34.567,-58.4,ARG,2015
15683,2015-12-31,2127,-13.0,"Port Angeles, Washington",48.125,-123.44,USA,2015
10715,2015-12-31,1152,-13.0,Patricia Bay,48.65,-123.45,CAN,2015
3612,2015-12-31,330,-14.0,Klagshamn,55.522,12.894,SWE,2015
9198,2015-12-31,999,-14.0,St-Francois,47.0,-70.817,CAN,2015
15590,2015-12-31,2111,-15.0,Ringhals,57.25,12.113,SWE,2015
4933,2015-12-31,437,-16.0,Alameda (Naval Air Station),37.772,-122.29799999999999,USA,2015
2190,2015-12-31,179,-16.0,Smogen,58.354,11.218,SWE,2015
7267,2015-12-31,721,-17.0,Asamushi,40.898,140.859,JPN,2015
14600,2015-12-31,1592,-22.0,Cendering,5.265,103.18700000000001,MYS,2015
9816,2015-12-31,1091,-23.0,Okada,34.789,139.391,JPN,2015
2007,2015-12-31,166,-23.0,Victoria,48.417,-123.367,CAN,2015
9074,2015-12-31,984,-25.0,Bella Bella,52.167,-128.13299999999998,CAN,2015
11601,2015-12-31,1241,-25.0,Rorvik,64.859,11.23,NOR,2015
10436,2015-12-31,1113,-28.0,Helgeroa,58.995,9.856,NOR,2015
15497,2015-12-31,2106,-29.0,Oskarshamn,57.275,16.477999999999998,SWE,2015
9723,2015-12-31,1071,-31.0,Port Hardy,50.717,-127.48299999999999,CAN,2015
12058,2015-12-31,1272,-31.0,Easter Island-E,-27.155,-109.473,CHL,2015
12854,2015-12-31,1354,-33.0,"Toke Point, Willipa Bay, Wa",46.707,-123.96700000000001,USA,2015
588,2015-12-31,45,-38.0,Kabelvag,68.21300000000001,14.482000000000001,NOR,2015
3581,2015-12-31,315,-39.0,Hamina,60.563,27.179000000000002,FIN,2015
15466,2015-12-31,2105,-43.0,Visby,57.638999999999996,18.284000000000002,SWE,2015
15621,2015-12-31,2112,-44.0,Stenungsund,58.093,11.833,SWE,2015
9599,2015-12-31,1067,-46.0,Anchorage,61.238,-149.89,USA,2015
11632,2015-12-31,1242,-48.0,Bamfield,48.85,-125.133,CAN,2015
805,2015-12-31,69,-49.0,Olands Norra Udde,57.36600000000001,17.097,SWE,2015
11909,2015-12-31,1264,-49.0,Oga,39.942,139.70600000000002,JPN,2015
3488,2015-12-31,312,-51.0,Narvik,68.428,17.426,NOR,2015
2345,2015-12-31,192,-54.0,Neuville,46.7,-71.567,CAN,2015
15652,2015-12-31,2113,-56.0,Kungsvik,58.997,11.127,SWE,2015
526,2015-12-31,33,-61.0,Oscarsborg,59.678000000000004,10.605,NOR,2015
11415,2015-12-31,1234,-61.0,Siros,37.44,24.945999999999998,GRC,2015
4160,2015-12-31,378,-61.0,Crescent City,41.745,-124.182,USA,2015
5704,2015-12-31,499,-62.0,Valparaiso,-33.027,-71.626,CHL,2015
2777,2015-12-31,225,-64.0,Ketchikan,55.332,-131.625,USA,2015
774,2015-12-31,62,-64.0,Oslo,59.909,10.735,NOR,2015
5797,2015-12-31,510,-65.0,Antofagasta 2,-23.653000000000002,-70.404,CHL,2015
11663,2015-12-31,1244,-65.0,St-Joseph-De-La-Rive,47.45,-70.367,CAN,2015
309,2015-12-31,14,-67.0,Helsinki,60.153999999999996,24.956,FIN,2015
5489,2015-12-31,487,-69.0,Adak Sweeper Cove,51.863,-176.632,USA,2015
13951,2015-12-31,1488,-69.0,Nagoya Ii,35.091,136.881,JPN,2015
867,2015-12-31,71,-72.0,Hanko / Hango,59.823,22.976999999999997,FIN,2015
1976,2015-12-31,165,-72.0,Tofino,49.15,-125.917,CAN,2015
8029,2015-12-31,813,-76.0,Hakodate I,41.782,140.725,JPN,2015
15435,2015-12-31,2104,-79.0,Marviken,58.553999999999995,16.837,SWE,2015
12398,2015-12-31,1323,-79.0,Campbell River,50.016999999999996,-125.23299999999999,CAN,2015
1728,2015-12-31,144,-83.0,Batiscan,46.5,-72.25,CAN,2015
9289,2015-12-31,1026,-84.0,Onisaki,34.904,136.82399999999998,JPN,2015
4222,2015-12-31,385,-86.0,Neah Bay,48.367,-124.61200000000001,USA,2015
6262,2015-12-31,541,-88.0,Barentsburg,78.067,14.25,SJM,2015
15745,2015-12-31,2262,-88.0,Corral Ii,-39.878,-73.423,CHL,2015
4902,2015-12-31,431,-94.0,Montevideo (Punta Lobos),-34.9,-56.25,URY,2015
2963,2015-12-31,239,-100.0,Turku / Abo,60.428000000000004,22.101,FIN,2015
926,2015-12-31,78,-104.0,Stockholm,59.324,18.082,SWE,2015
4716,2015-12-31,425,-106.0,Andenes,69.32600000000001,16.135,NOR,2015
7603,2015-12-31,757,-107.0,Unalaska,53.88,-166.537,USA,2015
3117,2015-12-31,249,-116.0,Foglo / Degerby,60.032,20.385,ALA,2015
4747,2015-12-31,426,-126.0,Sitka,57.052,-135.342,USA,2015
2500,2015-12-31,201,-129.0,Deschaillons,46.567,-72.1,CAN,2015
3272,2015-12-31,266,-133.0,Seward,60.12,-149.42700000000002,USA,2015
4098,2015-12-31,376,-138.0,Rauma / Raumo,61.13399999999999,21.426,FIN,2015
2069,2015-12-31,172,-157.0,Mantyluoto,61.593999999999994,21.463,FIN,2015
15404,2015-12-31,2103,-158.0,Forsmark,60.409,18.211,SWE,2015
957,2015-12-31,79,-167.0,Oulu / Uleaborg,65.04,25.418000000000003,FIN,2015
2808,2015-12-31,229,-167.0,Kemi,65.673,24.515,FIN,2015
13371,2015-12-31,1421,-170.0,Ny-Alesund,78.929,11.937999999999999,SJM,2015
3303,2015-12-31,285,-177.0,Kaskinen / Kasko,62.343999999999994,21.215,FIN,2015
15373,2015-12-31,2101,-178.0,Kalix,65.697,23.096,SWE,2015
681,2015-12-31,57,-188.0,Vaasa / Vasa,63.082,21.570999999999998,FIN,2015
2562,2015-12-31,203,-192.0,Furuogrund,64.916,21.230999999999998,SWE,2015
2407,2015-12-31,194,-192.0,Pietarsaari / Jakobstad,63.708999999999996,22.69,FIN,2015
2994,2015-12-31,240,-194.0,Raahe / Brahestad,64.666,24.406999999999996,FIN,2015
11237,2015-12-31,1211,-207.0,Spikarna,62.363,17.531,SWE,2015
12823,2015-12-31,1353,-210.0,Valdez,61.125,-146.362,USA,2015
1072,2015-12-31,88,-223.0,Ratan,63.986000000000004,20.895,SWE,2015
1697,2015-12-31,137,-241.0,Port-Saint-Francois,46.266999999999996,-72.617,CAN,2015
5086,2015-12-31,447,-260.0,Churchill,58.766999999999996,-94.18299999999999,CAN,2015
1421,2015-12-31,126,-283.0,Trois-Rivieres,46.333,-72.55,CAN,2015
9692,2015-12-31,1070,-292.0,Seldovia,59.44,-151.72,USA,2015
6446,2015-12-31,567,-302.0,"Kodiak Island, Womens Bay",57.732,-152.512,USA,2015
12581,2015-12-31,1343,-371.0,Ito Ii,34.896,139.13299999999998,JPN,2015
5024,2015-12-31,445,-421.0,Yakutat,59.548,-139.733,USA,2015
4439,2015-12-31,405,-440.0,Juneau,58.298,-134.412,USA,2015
5582,2015-12-31,495,-538.0,Skagway,59.45,-135.327,USA,2015
