,ID,Location,Country,Latitude,Longitude,timestamp,tide
391,1,BREST,FRA,48.383,-4.495,1839-08-01,
392,1,BREST,FRA,48.383,-4.495,1839-09-01,
393,1,BREST,FRA,48.383,-4.495,1839-10-01,
394,1,BREST,FRA,48.383,-4.495,1839-11-01,
395,1,BREST,FRA,48.383,-4.495,1839-12-01,
396,1,BREST,FRA,48.383,-4.495,1840-01-01,
397,1,BREST,FRA,48.383,-4.495,1840-02-01,
398,1,BREST,FRA,48.383,-4.495,1840-03-01,
399,1,BREST,FRA,48.383,-4.495,1840-04-01,
400,1,BREST,FRA,48.383,-4.495,1840-05-01,
401,1,BREST,FRA,48.383,-4.495,1840-06-01,
402,1,BREST,FRA,48.383,-4.495,1840-07-01,
403,1,BREST,FRA,48.383,-4.495,1840-08-01,
404,1,BREST,FRA,48.383,-4.495,1840-09-01,
405,1,BREST,FRA,48.383,-4.495,1840-10-01,
406,1,BREST,FRA,48.383,-4.495,1840-11-01,
407,1,BREST,FRA,48.383,-4.495,1840-12-01,
408,1,BREST,FRA,48.383,-4.495,1841-01-01,
409,1,BREST,FRA,48.383,-4.495,1841-02-01,
410,1,BREST,FRA,48.383,-4.495,1841-03-01,
411,1,BREST,FRA,48.383,-4.495,1841-04-01,
412,1,BREST,FRA,48.383,-4.495,1841-05-01,
413,1,BREST,FRA,48.383,-4.495,1841-06-01,
414,1,BREST,FRA,48.383,-4.495,1841-07-01,
415,1,BREST,FRA,48.383,-4.495,1841-08-01,
416,1,BREST,FRA,48.383,-4.495,1841-09-01,
417,1,BREST,FRA,48.383,-4.495,1841-10-01,
418,1,BREST,FRA,48.383,-4.495,1841-11-01,
419,1,BREST,FRA,48.383,-4.495,1841-12-01,
420,1,BREST,FRA,48.383,-4.495,1842-01-01,
421,1,BREST,FRA,48.383,-4.495,1842-02-01,
422,1,BREST,FRA,48.383,-4.495,1842-03-01,
423,1,BREST,FRA,48.383,-4.495,1842-04-01,
424,1,BREST,FRA,48.383,-4.495,1842-05-01,
425,1,BREST,FRA,48.383,-4.495,1842-06-01,
426,1,BREST,FRA,48.383,-4.495,1842-07-01,
427,1,BREST,FRA,48.383,-4.495,1842-08-01,
428,1,BREST,FRA,48.383,-4.495,1842-09-01,
